label,svg
280,"<svg viewBox=""0 0 256 256"" width=""256"" height=""256""><path d=""M128,20 C80,20 40,60 40,108 L40,236 C40,240 44,244 48,244 L208,244 C212,244 216,240 216,236 L216,108 C216,60 176,20 128,20 Z"" fill=""crimson""/><path d=""M128,108 L128,236"" stroke=""black"" stroke-width=""4""/><circle cx=""128"" cy=""60"" r=""5"" fill=""white""/><circle cx=""128"" cy=""80"" r=""5"" fill=""white""/><circle cx=""128"" cy=""100"" r=""5"" fill=""white""/></svg>"
281,"<svg viewBox=""0 0 256 256"" width=""256"" height=""256""><path d=""M128,20 C80,20 40,60 40,108 L40,236 C40,240 44,244 48,244 L208,244 C212,244 216,240 216,236 L216,108 C216,60 176,20 128,20 Z"" fill=""crimson""/><path d=""M128,108 L128,236"" stroke=""black"" stroke-width=""4""/><circle cx=""128"" cy=""60"" r=""5"" fill=""white""/><circle cx=""128"" cy=""80"" r=""5"" fill=""white""/><circle cx=""128"" cy=""100"" r=""5"" fill=""white""/></svg>"
282,"<svg viewBox=""0 0 256 256"" width=""256"" height=""256""><path d=""M80,200 C80,180 100,160 120,160 L140,160 C160,160 180,180 180,200 L180,240 C180,250 170,260 160,260 L100,260 C90,260 80,250 80,240 Z"" fill=""#333333""/><rect x=""100"" y=""180"" width=""20"" height=""10"" fill=""#B5A642""/><rect x=""105"" y=""175"" width=""10"" height=""20"" fill=""#B5A642""/><rect x=""140"" y=""180"" width=""20"" height=""10"" fill=""#B5A642""/><rect x=""145"" y=""175"" width=""10"" height=""20"" fill=""#B5A642""/><rect x=""80"" y=""240"" width=""100"" height=""20"" fill=""#1A1A1A""/></svg>"
283,"<svg viewBox=""0 0 256 256"" width=""256"" height=""256""><path d=""M80,200 C80,180 100,160 120,160 L140,160 C160,160 180,180 180,200 L180,240 C180,250 170,260 160,260 L100,260 C90,260 80,250 80,240 Z"" fill=""#333333""/><rect x=""100"" y=""180"" width=""20"" height=""10"" fill=""#B5A642""/><rect x=""105"" y=""175"" width=""10"" height=""20"" fill=""#B5A642""/><rect x=""140"" y=""180"" width=""20"" height=""10"" fill=""#B5A642""/><rect x=""145"" y=""175"" width=""10"" height=""20"" fill=""#B5A642""/><rect x=""80"" y=""240"" width=""100"" height=""20"" fill=""#1A1A1A""/></svg>"
284,"<svg viewBox=""0 0 256 256"" width=""256"" height=""256""><defs><linearGradient id=""skyGradient"" x1=""0"" y1=""0"" x2=""0"" y2=""1""><stop offset=""0%"" stop-color=""#FFD700""/><stop offset=""100%"" stop-color=""#FFA500""/></linearGradient></defs><rect width=""256"" height=""256"" fill=""url(#skyGradient)""/><g opacity=""0.6""><ellipse cx=""128"" cy=""128"" rx=""150"" ry=""80"" fill=""white""/><ellipse cx=""128"" cy=""150"" rx=""140"" ry=""70"" fill=""white""/><ellipse cx=""128"" cy=""170"" rx=""130"" ry=""60"" fill=""white""/></g><circle cx=""128"" cy=""100"" r=""30"" fill=""#FFD700""/><rect x=""0"" y=""180"" width=""256"" height=""76"" fill=""#87CEEB""/><ellipse cx=""128"" cy=""180"" rx=""30"" ry=""10"" fill=""#FFD700"" opacity=""0.5""/><g opacity=""0.5""><ellipse cx=""128"" cy=""200"" rx=""150"" ry=""40"" fill=""white""/><ellipse cx=""128"" cy=""220"" rx=""140"" ry=""30"" fill=""white""/></g></svg>"
285,"<svg viewBox=""0 0 256 256"" width=""256"" height=""256""><defs><radialGradient id=""jadeGlow"" cx=""50%"" cy=""50%"" r=""50%"" fx=""50%"" fy=""50%""><stop offset=""0%"" stop-color=""#00FF7F"" stop-opacity=""0.8""/><stop offset=""100%"" stop-color=""#00FF7F"" stop-opacity=""0""/></radialGradient><radialGradient id=""amberGlow"" cx=""50%"" cy=""50%"" r=""50%"" fx=""50%"" fy=""50%""><stop offset=""0%"" stop-color=""#FFBF00"" stop-opacity=""0.8""/><stop offset=""100%"" stop-color=""#FFBF00"" stop-opacity=""0""/></radialGradient></defs><rect width=""256"" height=""256"" fill=""black""/><g opacity=""0.9""><circle cx=""80"" cy=""80"" r=""30"" fill=""url(#jadeGlow)""/><circle cx=""150"" cy=""120"" r=""25"" fill=""url(#amberGlow)""/><circle cx=""200"" cy=""60"" r=""20"" fill=""url(#jadeGlow)""/><circle cx=""100"" cy=""180"" r=""35"" fill=""url(#amberGlow)""/><circle cx=""180"" cy=""200"" r=""15"" fill=""url(#jadeGlow)""/></g></svg>"
286,"<svg viewBox=""0 0 256 256"" width=""256"" height=""256""><rect x=""0"" y=""0"" width=""256"" height=""256"" fill=""forestgreen""/><rect x=""50"" y=""50"" width=""156"" height=""156"" fill=""forestgreen"" stroke=""saddlebrown"" stroke-width=""10""/><rect x=""50"" y=""50"" width=""156"" height=""20"" fill=""saddlebrown""/><rect x=""50"" y=""186"" width=""156"" height=""20"" fill=""saddlebrown""/><rect x=""50"" y=""50"" width=""20"" height=""156"" fill=""saddlebrown""/><rect x=""186"" y=""50"" width=""20"" height=""156"" fill=""saddlebrown""/><g fill=""none"" stroke=""darkgreen"" stroke-width=""2""><line x1=""70"" y1=""70"" x2=""186"" y2=""70""/><line x1=""70"" y1=""90"" x2=""186"" y2=""90""/><line x1=""70"" y1=""110"" x2=""186"" y2=""110""/><line x1=""70"" y1=""130"" x2=""186"" y2=""130""/><line x1=""70"" y1=""150"" x2=""186"" y2=""150""/><line x1=""70"" y1=""170"" x2=""186"" y2=""170""/><line x1=""70"" y1=""70"" x2=""70"" y2=""186""/><line x1=""90"" y1=""70"" x2=""90"" y2=""186""/><line x1=""110"" y1=""70"" x2=""110"" y2=""186""/><line x1=""130"" y1=""70"" x2=""130"" y2=""186""/><line x1=""150"" y1=""70"" x2=""150"" y2=""186""/><line x1=""170"" y1=""70"" x2=""170"" y2=""186""/></g></svg>"
287,"<svg viewBox=""0 0 256 256"" width=""256"" height=""256""><rect x=""0"" y=""0"" width=""256"" height=""256"" fill=""forestgreen""/><rect x=""50"" y=""50"" width=""156"" height=""156"" fill=""forestgreen"" stroke=""saddlebrown"" stroke-width=""10""/><rect x=""50"" y=""50"" width=""156"" height=""20"" fill=""saddlebrown""/><rect x=""50"" y=""186"" width=""156"" height=""20"" fill=""saddlebrown""/><rect x=""50"" y=""50"" width=""20"" height=""156"" fill=""saddlebrown""/><rect x=""186"" y=""50"" width=""20"" height=""156"" fill=""saddlebrown""/><g fill=""none"" stroke=""darkgreen"" stroke-width=""2""><line x1=""70"" y1=""70"" x2=""186"" y2=""70""/><line x1=""70"" y1=""90"" x2=""186"" y2=""90""/><line x1=""70"" y1=""110"" x2=""186"" y2=""110""/><line x1=""70"" y1=""130"" x2=""186"" y2=""130""/><line x1=""70"" y1=""150"" x2=""186"" y2=""150""/><line x1=""70"" y1=""170"" x2=""186"" y2=""170""/><line x1=""70"" y1=""70"" x2=""70"" y2=""186""/><line x1=""90"" y1=""70"" x2=""90"" y2=""186""/><line x1=""110"" y1=""70"" x2=""110"" y2=""186""/><line x1=""130"" y1=""70"" x2=""130"" y2=""186""/><line x1=""150"" y1=""70"" x2=""150"" y2=""186""/><line x1=""170"" y1=""70"" x2=""170"" y2=""186""/></g></svg>"
288,"<svg viewBox=""0 0 256 256"" width=""256"" height=""256""><defs><linearGradient id=""skyGradient"" x1=""0"" y1=""0"" x2=""0"" y2=""1""><stop offset=""0%"" stop-color=""#87CEEB""/><stop offset=""100%"" stop-color=""#E0F7FA""/></linearGradient><linearGradient id=""grassGradient"" x1=""0"" y1=""0"" x2=""0"" y2=""1""><stop offset=""0%"" stop-color=""#7CFC00""/><stop offset=""100%"" stop-color=""#228B22""/></linearGradient></defs><rect x=""0"" y=""0"" width=""256"" height=""128"" fill=""url(#skyGradient)""/><rect x=""0"" y=""128"" width=""256"" height=""128"" fill=""url(#grassGradient)""/><g fill=""#FF69B4""><circle cx=""50"" cy=""150"" r=""5""/><circle cx=""100"" cy=""180"" r=""5""/><circle cx=""150"" cy=""160"" r=""5""/><circle cx=""200"" cy=""140"" r=""5""/><circle cx=""80"" cy=""200"" r=""5""/><circle cx=""120"" cy=""170"" r=""5""/><circle cx=""180"" cy=""190"" r=""5""/></g><g opacity=""0.5""><ellipse cx=""128"" cy=""128"" rx=""256"" ry=""50"" fill=""#FFFFFF""/><ellipse cx=""128"" cy=""100"" rx=""256"" ry=""40"" fill=""#FFFFFF""/><ellipse cx=""128"" cy=""70"" rx=""256"" ry=""30"" fill=""#FFFFFF""/></g></svg>"
289,"<svg viewBox=""0 0 256 256"" width=""256"" height=""256""><defs><linearGradient id=""skyGradient"" x1=""0"" y1=""0"" x2=""0"" y2=""1""><stop offset=""0%"" stop-color=""#87CEEB""/><stop offset=""100%"" stop-color=""#E0F7FA""/></linearGradient><linearGradient id=""grassGradient"" x1=""0"" y1=""0"" x2=""0"" y2=""1""><stop offset=""0%"" stop-color=""#7CFC00""/><stop offset=""100%"" stop-color=""#228B22""/></linearGradient></defs><rect x=""0"" y=""0"" width=""256"" height=""128"" fill=""url(#skyGradient)""/><rect x=""0"" y=""128"" width=""256"" height=""128"" fill=""url(#grassGradient)""/><g fill=""#FF69B4""><circle cx=""50"" cy=""150"" r=""5""/><circle cx=""100"" cy=""180"" r=""5""/><circle cx=""150"" cy=""160"" r=""5""/><circle cx=""200"" cy=""140"" r=""5""/><circle cx=""80"" cy=""200"" r=""5""/><circle cx=""120"" cy=""170"" r=""5""/><circle cx=""180"" cy=""190"" r=""5""/></g><g opacity=""0.5""><ellipse cx=""128"" cy=""128"" rx=""256"" ry=""50"" fill=""#FFFFFF""/><ellipse cx=""128"" cy=""100"" rx=""256"" ry=""40"" fill=""#FFFFFF""/><ellipse cx=""128"" cy=""70"" rx=""256"" ry=""30"" fill=""#FFFFFF""/></g></svg>"
290,"<svg viewBox=""0 0 256 256"" width=""256"" height=""256""><rect x=""0"" y=""0"" width=""256"" height=""256"" fill=""#D2B48C""/><polygon points=""0,256 80,150 120,180 160,140 200,170 256,256"" fill=""#8B4513""/><polygon points=""0,256 80,150 120,180 160,140 200,170 256,256"" fill=""#A0522D"" transform=""scale(-1,1) translate(-256,0)""/><path d=""M0,180 Q60,160 120,180 Q180,200 256,180"" fill=""#40E0D0"" stroke=""#40E0D0"" stroke-width=""5""/><path d=""M0,190 Q60,170 120,190 Q180,210 256,190"" fill=""#40E0D0"" stroke=""#40E0D0"" stroke-width=""5""/><path d=""M0,190 Q60,170 120,190 Q180,210 256,190"" fill=""#40E0D0"" opacity=""0.5"" transform=""scale(1,-1) translate(0,-256)""/></svg>"
291,"<svg viewBox=""0 0 256 256"" width=""256"" height=""256""><rect x=""50"" y=""30"" width=""156"" height=""196"" fill=""navy""/><rect x=""50"" y=""120"" width=""156"" height=""10"" fill=""brown""/><polygon points=""50,30 128,60 206,30"" fill=""navy""/><rect x=""20"" y=""60"" width=""30"" height=""120"" fill=""navy""/><rect x=""206"" y=""60"" width=""30"" height=""120"" fill=""navy""/></svg>"
292,"<svg viewBox=""0 0 256 256"" width=""256"" height=""256""><rect x=""0"" y=""0"" width=""256"" height=""256"" fill=""#E0F7FA""/><g opacity=""0.8""><circle cx=""50"" cy=""200"" r=""20"" fill=""#B2EBF2""/><circle cx=""100"" cy=""220"" r=""15"" fill=""#B2EBF2""/><circle cx=""150"" cy=""210"" r=""25"" fill=""#B2EBF2""/><circle cx=""200"" cy=""230"" r=""18"" fill=""#B2EBF2""/><circle cx=""250"" cy=""200"" r=""22"" fill=""#B2EBF2""/></g><g transform=""translate(128, 128)""><path d=""M0,-40 C10,-50 20,-55 30,-50 C40,-55 50,-50 60,-40 C50,-30 40,-25 30,-30 C20,-25 10,-30 0,-40 Z"" fill=""#DC143C""/><path d=""M0,-30 C10,-40 20,-45 30,-40 C40,-45 50,-40 60,-30 C50,-20 40,-15 30,-20 C20,-15 10,-20 0,-30 Z"" fill=""#DC143C""/><path d=""M0,-20 C10,-30 20,-35 30,-30 C40,-35 50,-30 60,-20 C50,-10 40,-5 30,-10 C20,-5 10,-10 0,-20 Z"" fill=""#DC143C""/><circle cx=""0"" cy=""0"" r=""10"" fill=""#8B0000""/></g></svg>"
293,"<svg viewBox=""0 0 256 256"" width=""256"" height=""256""><rect x=""0"" y=""0"" width=""256"" height=""256"" fill=""#E0F7FA""/><g opacity=""0.8""><circle cx=""50"" cy=""200"" r=""20"" fill=""#B2EBF2""/><circle cx=""100"" cy=""220"" r=""15"" fill=""#B2EBF2""/><circle cx=""150"" cy=""210"" r=""25"" fill=""#B2EBF2""/><circle cx=""200"" cy=""230"" r=""18"" fill=""#B2EBF2""/><circle cx=""250"" cy=""200"" r=""22"" fill=""#B2EBF2""/></g><g transform=""translate(128, 128)""><path d=""M0,-40 C10,-50 20,-55 30,-50 C40,-55 50,-50 60,-40 C50,-30 40,-25 30,-30 C20,-25 10,-30 0,-40 Z"" fill=""#DC143C""/><path d=""M0,-30 C10,-40 20,-45 30,-40 C40,-45 50,-40 60,-30 C50,-20 40,-15 30,-20 C20,-15 10,-20 0,-30 Z"" fill=""#DC143C""/><path d=""M0,-20 C10,-30 20,-35 30,-30 C40,-35 50,-30 60,-20 C50,-10 40,-5 30,-10 C20,-5 10,-10 0,-20 Z"" fill=""#DC143C""/><circle cx=""0"" cy=""0"" r=""10"" fill=""#8B0000""/></g></svg>"
294,"<svg viewBox=""0 0 256 256"" width=""256"" height=""256""><rect x=""50"" y=""20"" width=""156"" height=""216"" fill=""crimson""/><g fill=""gold"" stroke=""gold"" stroke-width=""1""><path d=""M60,40 Q70,50 60,60 T60,80 Q70,90 60,100 T60,120 Q70,130 60,140 T60,160 Q70,170 60,180 T60,200 Q70,210 60,220""/><path d=""M70,50 Q80,60 70,70 T70,90 Q80,100 70,110 T70,130 Q80,140 70,150 T70,170 Q80,180 70,190 T70,210 Q80,220 70,230""/><path d=""M196,40 Q186,50 196,60 T196,80 Q186,90 196,100 T196,120 Q186,130 196,140 T196,160 Q186,170 196,180 T196,200 Q186,210 196,220""/><path d=""M186,50 Q176,60 186,70 T186,90 Q176,100 186,110 T186,130 Q176,140 186,150 T186,170 Q176,180 186,190 T186,210 Q176,220 186,230""/><path d=""M128,60 Q138,70 128,80 T128,100 Q138,110 128,120 T128,140 Q138,150 128,160 T128,180 Q138,190 128,200""/><path d=""M138,70 Q148,80 138,90 T138,110 Q148,120 138,130 T138,150 Q148,160 138,170 T138,190 Q148,200 138,210""/></g></svg>"
295,"<svg viewBox=""0 0 256 256"" width=""256"" height=""256""><rect x=""50"" y=""20"" width=""156"" height=""216"" fill=""crimson""/><g fill=""gold"" stroke=""gold"" stroke-width=""1""><path d=""M60,40 Q70,50 60,60 T60,80 Q70,90 60,100 T60,120 Q70,130 60,140 T60,160 Q70,170 60,180 T60,200 Q70,210 60,220""/><path d=""M70,50 Q80,60 70,70 T70,90 Q80,100 70,110 T70,130 Q80,140 70,150 T70,170 Q80,180 70,190 T70,210 Q80,220 70,230""/><path d=""M196,40 Q186,50 196,60 T196,80 Q186,90 196,100 T196,120 Q186,130 196,140 T196,160 Q186,170 196,180 T196,200 Q186,210 196,220""/><path d=""M186,50 Q176,60 186,70 T186,90 Q176,100 186,110 T186,130 Q176,140 186,150 T186,170 Q176,180 186,190 T186,210 Q176,220 186,230""/><path d=""M128,60 Q138,70 128,80 T128,100 Q138,110 128,120 T128,140 Q138,150 128,160 T128,180 Q138,190 128,200""/><path d=""M138,70 Q148,80 138,90 T138,110 Q148,120 138,130 T138,150 Q148,160 138,170 T138,190 Q148,200 138,210""/></g></svg>"
296,"<svg viewBox=""0 0 256 256"" width=""256"" height=""256""><g fill=""none"" stroke=""darkgreen"" stroke-width=""2""><line x1=""10"" y1=""240"" x2=""246"" y2=""240""/><line x1=""20"" y1=""230"" x2=""236"" y2=""230""/><line x1=""30"" y1=""220"" x2=""226"" y2=""220""/><line x1=""40"" y1=""210"" x2=""216"" y2=""210""/><line x1=""50"" y1=""200"" x2=""206"" y2=""200""/><line x1=""60"" y1=""190"" x2=""196"" y2=""190""/><line x1=""70"" y1=""180"" x2=""186"" y2=""180""/><line x1=""80"" y1=""170"" x2=""176"" y2=""170""/><line x1=""90"" y1=""160"" x2=""166"" y2=""160""/><line x1=""100"" y1=""150"" x2=""156"" y2=""150""/><line x1=""110"" y1=""140"" x2=""146"" y2=""140""/><line x1=""120"" y1=""130"" x2=""136"" y2=""130""/></g><g transform=""translate(128, 128)""><ellipse cx=""0"" cy=""-20"" rx=""20"" ry=""40"" fill=""crimson"" transform=""rotate(30)""/><ellipse cx=""0"" cy=""-20"" rx=""20"" ry=""40"" fill=""crimson"" transform=""rotate(60)""/><ellipse cx=""0"" cy=""-20"" rx=""20"" ry=""40"" fill=""crimson"" transform=""rotate(90)""/><ellipse cx=""0"" cy=""-20"" rx=""20"" ry=""40"" fill=""crimson"" transform=""rotate(120)""/><ellipse cx=""0"" cy=""-20"" rx=""20"" ry=""40"" fill=""crimson"" transform=""rotate(150)""/><ellipse cx=""0"" cy=""-20"" rx=""20"" ry=""40"" fill=""crimson"" transform=""rotate(180)""/><ellipse cx=""0"" cy=""-20"" rx=""20"" ry=""40"" fill=""crimson"" transform=""rotate(210)""/><ellipse cx=""0"" cy=""-20"" rx=""20"" ry=""40"" fill=""crimson"" transform=""rotate(240)""/><ellipse cx=""0"" cy=""-20"" rx=""20"" ry=""40"" fill=""crimson"" transform=""rotate(270)""/><ellipse cx=""0"" cy=""-20"" rx=""20"" ry=""40"" fill=""crimson"" transform=""rotate(300)""/><ellipse cx=""0"" cy=""-20"" rx=""20"" ry=""40"" fill=""crimson"" transform=""rotate(330)""/><circle cx=""0"" cy=""-20"" r=""10"" fill=""darkred""/></g></svg>"
297,"<svg viewBox=""0 0 256 256"" width=""256"" height=""256""><defs><linearGradient id=""bronzeGradient"" x1=""0%"" y1=""0%"" x2=""100%"" y2=""100%""><stop offset=""0%""/><stop offset=""100%""/></linearGradient><linearGradient id=""cobaltGradient"" x1=""0%"" y1=""0%"" x2=""100%"" y2=""100%""><stop offset=""0%""/><stop offset=""100%""/></linearGradient></defs><g transform=""translate(50, 50)""><polygon points=""50,50 100,50 100,100 50,100"" fill=""url(#bronzeGradient)"" stroke=""#000"" stroke-width=""2""/><polygon points=""100,50 150,0 150,50 100,100"" fill=""url(#bronzeGradient)"" stroke=""#000"" stroke-width=""2""/><polygon points=""100,100 150,50 150,100 100,150"" fill=""url(#bronzeGradient)"" stroke=""#000"" stroke-width=""2""/><polygon points=""50,100 100,150 100,100 50,150"" fill=""url(#bronzeGradient)"" stroke=""#000"" stroke-width=""2""/><polygon points=""50,50 100,0 100,50 50,100"" fill=""url(#bronzeGradient)"" stroke=""#000"" stroke-width=""2""/><polygon points=""100,0 150,0 100,50 50,50"" fill=""url(#bronzeGradient)"" stroke=""#000"" stroke-width=""2""/></g><g transform=""translate(100, 100)""><polygon points=""50,50 100,50 100,100 50,100"" fill=""url(#cobaltGradient)"" stroke=""#000"" stroke-width=""2""/><polygon points=""100,50 150,0 150,50 100,100"" fill=""url(#cobaltGradient)"" stroke=""#000"" stroke-width=""2""/><polygon points=""100,100 150,50 150,100 100,150"" fill=""url(#cobaltGradient)"" stroke=""#000"" stroke-width=""2""/><polygon points=""50,100 100,150 100,100 50,150"" fill=""url(#cobaltGradient)"" stroke=""#000"" stroke-width=""2""/><polygon points=""50,50 100,0 100,50 50,100"" fill=""url(#cobaltGradient)"" stroke=""#000"" stroke-width=""2""/><polygon points=""100,0 150,0 100,50 50,50"" fill=""url(#cobaltGradient)"" stroke=""#000"" stroke-width=""2""/></g></svg>"
298,"<svg viewBox=""0 0 256 256"" width=""256"" height=""256""><defs><linearGradient id=""bronzeGradient"" x1=""0%"" y1=""0%"" x2=""100%"" y2=""100%""><stop offset=""0%""/><stop offset=""100%""/></linearGradient><linearGradient id=""cobaltGradient"" x1=""0%"" y1=""0%"" x2=""100%"" y2=""100%""><stop offset=""0%""/><stop offset=""100%""/></linearGradient></defs><g transform=""translate(50, 50)""><polygon points=""50,50 100,50 100,100 50,100"" fill=""url(#bronzeGradient)"" stroke=""#000"" stroke-width=""2""/><polygon points=""100,50 150,0 150,50 100,100"" fill=""url(#bronzeGradient)"" stroke=""#000"" stroke-width=""2""/><polygon points=""100,100 150,50 150,100 100,150"" fill=""url(#bronzeGradient)"" stroke=""#000"" stroke-width=""2""/><polygon points=""50,100 100,150 100,100 50,150"" fill=""url(#bronzeGradient)"" stroke=""#000"" stroke-width=""2""/><polygon points=""50,50 100,0 100,50 50,100"" fill=""url(#bronzeGradient)"" stroke=""#000"" stroke-width=""2""/><polygon points=""100,0 150,0 100,50 50,50"" fill=""url(#bronzeGradient)"" stroke=""#000"" stroke-width=""2""/></g><g transform=""translate(100, 100)""><polygon points=""50,50 100,50 100,100 50,100"" fill=""url(#cobaltGradient)"" stroke=""#000"" stroke-width=""2""/><polygon points=""100,50 150,0 150,50 100,100"" fill=""url(#cobaltGradient)"" stroke=""#000"" stroke-width=""2""/><polygon points=""100,100 150,50 150,100 100,150"" fill=""url(#cobaltGradient)"" stroke=""#000"" stroke-width=""2""/><polygon points=""50,100 100,150 100,100 50,150"" fill=""url(#cobaltGradient)"" stroke=""#000"" stroke-width=""2""/><polygon points=""50,50 100,0 100,50 50,100"" fill=""url(#cobaltGradient)"" stroke=""#000"" stroke-width=""2""/><polygon points=""100,0 150,0 100,50 50,50"" fill=""url(#cobaltGradient)"" stroke=""#000"" stroke-width=""2""/></g></svg>"
299,"<svg viewBox=""0 0 256 256"" width=""256"" height=""256""><defs><pattern id=""diamondPattern"" x=""0"" y=""0"" width=""64"" height=""64"" patternUnits=""userSpaceOnUse""><polygon points=""32,0 64,32 32,64 0,32"" fill=""crimson""/><polygon points=""32,0 64,32 32,64 0,32"" fill=""gold"" transform=""translate(32,32)""/></pattern></defs><rect x=""0"" y=""0"" width=""256"" height=""256"" fill=""url(#diamondPattern)""/></svg>"
300,"<svg viewBox=""0 0 256 256"" width=""256"" height=""256""><defs><linearGradient id=""skyGradient"" x1=""0"" y1=""0"" x2=""0"" y2=""1""><stop offset=""0%"" stop-color=""#87CEEB""/><stop offset=""100%"" stop-color=""#B0E0E6""/></linearGradient></defs><rect width=""256"" height=""256"" fill=""url(#skyGradient)""/><polygon points=""100,50 156,50 156,200 100,200"" fill=""#ADD8E6""/><polygon points=""100,50 156,50 128,80"" fill=""#87CEEB""/><polygon points=""100,200 156,200 128,170"" fill=""#87CEEB""/><ellipse cx=""128"" cy=""220"" rx=""60"" ry=""20"" fill=""#00BFFF""/><ellipse cx=""128"" cy=""220"" rx=""50"" ry=""15"" fill=""#87CEEB""/><circle cx=""128"" cy=""220"" r=""10"" fill=""#00BFFF"" opacity=""0.5""/><circle cx=""128"" cy=""220"" r=""20"" fill=""#00BFFF"" opacity=""0.3""/><circle cx=""128"" cy=""220"" r=""30"" fill=""#00BFFF"" opacity=""0.2""/></svg>"
